Wikipedia article ID,Book title,Author,Publication date,GenreId,genres
6530966,Heirs of Empire,David Weber,1996-03,"['/m/070yc', '/m/014dfn', '/m/05hgj', '/m/01smf2']","['Space opera', 'Speculative fiction', 'Novel', 'Military science fiction']"
6531225,Change of Command,Elizabeth Moon,1999,"['/m/070yc', '/m/06n90', '/m/014dfn', '/m/01smf2']","['Space opera', 'Science Fiction', 'Speculative fiction', 'Military science fiction']"
6531292,Against the Odds,Elizabeth Moon,2000,"['/m/06n90', '/m/014dfn', '/m/070yc', '/m/01hmnh', '/m/02xlf', '/m/01smf2']","['Science Fiction', 'Speculative fiction', 'Space opera', 'Fantasy', 'Fiction', 'Military science fiction']"
6531307,Across the Sea of Suns,Gregory Benford,1984,"['/m/03lrw', '/m/06n90', '/m/014dfn', '/m/02xlf']","['Hard science fiction', 'Science Fiction', 'Speculative fiction', 'Fiction']"
6534484,Web,John Wyndham,1979-04,"['/m/06n90', '/m/014dfn', '/m/0dwly', '/m/02xlf']","['Science Fiction', 'Speculative fiction', ""Children's literature"", 'Fiction']"
6535784,Spectrum,Sergey Lukyanenko,2002,"['/m/06n90', '/m/05hgj']","['Science Fiction', 'Novel']"
6539907,The Cave,Anne McLean Matthews,2001,['/m/05hgj'],['Novel']
6540763,Network Analysis and Ethnographic Problems,,,,
6542282,If I Die in a Combat Zone: Box Me Up and Ship Me Home,Tim O'Brien,1973,"['/m/05h83', '/m/016chh']","['Non-fiction', 'Memoir']"
6546010,"Mary, Mary",B. W. Battin,2006-10,"['/m/01jfsb', '/m/0lsxr', '/m/014dfn', '/m/02n4kr', '/m/02xlf', '/m/0c3351']","['Thriller', 'Crime Fiction', 'Speculative fiction', 'Mystery', 'Fiction', 'Suspense']"
6546437,Judge and Jury,Andrew Gross,,"['/m/01jfsb', '/m/0lsxr']","['Thriller', 'Crime Fiction']"
6549971,"One, Two, Buckle My Shoe",Agatha Christie,,"['/m/0lsxr', '/m/02n4kr', '/m/02xlf', '/m/0c3351']","['Crime Fiction', 'Mystery', 'Fiction', 'Suspense']"
6553110,Dairy Queen,,2006-05-22,,
6555945,Jubilee Trail,Gwen Bristow,,"['/m/02p0szs', '/m/02xlf']","['Historical fiction', 'Fiction']"
6557540,Witch Week,Diana Wynne Jones,1982,"['/m/0dwly', '/m/01hmnh', '/m/014dfn', '/m/02xlf']","[""Children's literature"", 'Fantasy', 'Speculative fiction', 'Fiction']"
6558309,Castle in the Air,Diana Wynne Jones,1990,"['/m/01hmnh', '/m/0dwly', '/m/03mfnf', '/m/014dfn', '/m/02xlf']","['Fantasy', ""Children's literature"", 'Young adult literature', 'Speculative fiction', 'Fiction']"
6558771,The Infinity Clue,Franklin W. Dixon,,"['/m/02n4kr', '/m/028v3', '/m/0dwly', '/m/02xlf']","['Mystery', 'Detective fiction', ""Children's literature"", 'Fiction']"
6561364,Terrorist,John Updike,2006-06,"['/m/098tmk', '/m/02xlf', '/m/059r08']","['War novel', 'Fiction', 'Psychological novel']"
6561640,The Four-Headed Dragon,Franklin W. Dixon,,"['/m/02n4kr', '/m/028v3', '/m/0dwly']","['Mystery', 'Detective fiction', ""Children's literature""]"
6562082,Track of the Zombie,Franklin W. Dixon,,"['/m/02n4kr', '/m/028v3', '/m/0dwly', '/m/02xlf']","['Mystery', 'Detective fiction', ""Children's literature"", 'Fiction']"
6562130,The Billion Dollar Ransom,Franklin W. Dixon,,"['/m/02n4kr', '/m/028v3']","['Mystery', 'Detective fiction']"
6562180,Tic-Tac-Terror,Franklin W. Dixon,,"['/m/02n4kr', '/m/028v3', '/m/0dwly', '/m/02xlf']","['Mystery', 'Detective fiction', ""Children's literature"", 'Fiction']"
6562256,Trapped At Sea,Franklin W. Dixon,,"['/m/02n4kr', '/m/028v3', '/m/0dwly', '/m/02xlf']","['Mystery', 'Detective fiction', ""Children's literature"", 'Fiction']"
6562366,Game Plan for Disaster,Franklin W. Dixon,,"['/m/02n4kr', '/m/028v3']","['Mystery', 'Detective fiction']"
6562420,The Crimson Flame,Franklin W. Dixon,,"['/m/02n4kr', '/m/028v3', '/m/0dwly']","['Mystery', 'Detective fiction', ""Children's literature""]"
6563632,The Thief,Megan Whalen Turner,1996-10-01,"['/m/01hmnh', '/m/014dfn', '/m/03mfnf', '/m/02xlf']","['Fantasy', 'Speculative fiction', 'Young adult literature', 'Fiction']"
6564761,Cyborg,Martin Caidin,1972-04,"['/m/017rf8', '/m/014dfn', '/m/06n90']","['Techno-thriller', 'Speculative fiction', 'Science Fiction']"
6565097,Hallam Foe,Peter Jinks,2002-04-01,,
6572984,Reaper's Gale,Steven Erikson,2007-05-07,"['/m/014dfn', '/m/01hmnh', '/m/05hgj']","['Speculative fiction', 'Fantasy', 'Novel']"
6584861,Kazohinia,Sándor Szathmári,,"['/m/026ny', '/m/06n90', '/m/05hgj', '/m/0c082']","['Dystopia', 'Science Fiction', 'Novel', 'Utopian and dystopian fiction']"
6585327,Summon the Thunder,Dayton Ward,2006-06-27,"['/m/06n90', '/m/014dfn', '/m/05hgj']","['Science Fiction', 'Speculative fiction', 'Novel']"
6586469,Amelia,Henry Fielding,1751,"['/m/02p0szs', '/m/02xlf', '/m/01qxvh', '/m/05hgj']","['Historical fiction', 'Fiction', 'Romance novel', 'Novel']"
6587853,The Captain's Daughter,Peter David,1836,"['/m/014dfn', '/m/0hwxm']","['Speculative fiction', 'Historical novel']"
6592393,Dragon Sword and Wind Child,,,"['/m/06n90', '/m/0dwly', '/m/01hmnh', '/m/014dfn', '/m/02xlf']","['Science Fiction', ""Children's literature"", 'Fantasy', 'Speculative fiction', 'Fiction']"
6592621,The Alchemist,Ben Jonson,,,
6593873,Castle Greyhawk,,,['/m/06c9r'],['Role-playing game']
6598218,The Meaning of Night,Michael Cox,2006-09-07,"['/m/01jfsb', '/m/0lsxr']","['Thriller', 'Crime Fiction']"
6601194,You're Different and That's Super,,,,
6610252,Jubilee,Jack Dann,1966,"['/m/014dfn', '/m/0dwly', '/m/02xlf', '/m/0hwxm']","['Speculative fiction', ""Children's literature"", 'Fiction', 'Historical novel']"
6613541,Five on a Treasure Island,Enid Blyton,1942-09-11,"['/m/02n4kr', '/m/0dwly', '/m/02xlf', '/m/08sdrw']","['Mystery', ""Children's literature"", 'Fiction', 'Adventure novel']"
6614600,The Haunted Man,Charles Dickens,1848-12-19,"['/m/05hgj', '/m/0l67h']","['Novel', 'Novella']"
6617708,The Girl at the Lion D'or,Sebastian Faulks,1989-08,['/m/0hwxm'],['Historical novel']
6618682,After Doomsday,Poul Anderson,1962,"['/m/06n90', '/m/014dfn', '/m/02xlf']","['Science Fiction', 'Speculative fiction', 'Fiction']"
6620794,Babyji,Abha Dawesar,2005,['/m/02xlf'],['Fiction']
6623411,Dead Girls,Richard Calder,1992,"['/m/06n90', '/m/014dfn']","['Science Fiction', 'Speculative fiction']"
6623867,The Grass Crown,Colleen McCullough,1991,"['/m/02p0szs', '/m/02xlf']","['Historical fiction', 'Fiction']"
6635608,London Bridges,James Patterson,2004,"['/m/01jfsb', '/m/02n4kr', '/m/0lsxr', '/m/02xlf', '/m/0c3351']","['Thriller', 'Mystery', 'Crime Fiction', 'Fiction', 'Suspense']"
6637913,Polymath,,,,
6642870,Line of Delirium,Sergey Lukyanenko,,"['/m/070yc', '/m/06n90']","['Space opera', 'Science Fiction']"
6643488,Sorcerer's Son,Phyllis Eisenstein,1979-03,"['/m/014dfn', '/m/01hmnh']","['Speculative fiction', 'Fantasy']"
6644417,Black Oceans,Jacek Dukaj,2001,['/m/06n90'],['Science Fiction']
6644670,Any Human Heart,William Boyd,2002,['/m/05hgj'],['Novel']
6645172,The Crystal Palace,Phyllis Eisenstein,1988-11,"['/m/014dfn', '/m/01hmnh']","['Speculative fiction', 'Fantasy']"
6649381,The Worst Band In The Universe,Graeme Base,,"['/m/06n90', '/m/014dfn', '/m/0dwly']","['Science Fiction', 'Speculative fiction', ""Children's literature""]"
6653640,The Class,Erich Segal,1986,['/m/05hgj'],['Novel']
6655945,The House on Lily Street,Jack Vance,,,
6667762,The Bedroom Secrets of the Master Chefs,Irvine Welsh,2006,['/m/05hgj'],['Novel']
6669168,Trip City,Trevor Miller,,,
6669390,Encounters with the Archdruid,John McPhee,1971,,
6669763,The Skystone,Jack Whyte,1992,"['/m/0dwly', '/m/02p0szs', '/m/014dfn', '/m/01hmnh', '/m/02xlf', '/m/0hwxm']","[""Children's literature"", 'Historical fiction', 'Speculative fiction', 'Fantasy', 'Fiction', 'Historical novel']"
6683299,The Conservationist,Nadine Gordimer,1974,"['/m/02xlf', '/m/05hgj']","['Fiction', 'Novel']"
6686478,Strands of Starlight,Gael Baudino,1989,"['/m/014dfn', '/m/01hmnh']","['Speculative fiction', 'Fantasy']"
6689889,F.P.1 Doesn't Respond,Curt Siodmak,,['/m/06n90'],['Science Fiction']
6692327,The Parasites,Daphne du Maurier,,,
6692508,The Story of Lucy Gault,William Trevor,2002,['/m/05hgj'],['Novel']
6693408,"Epicoene, or the Silent Woman",Ben Jonson,1609,,
6695653,Owls in the Family,Farley Mowat,1962-06,"['/m/0dwly', '/m/02xlf']","[""Children's literature"", 'Fiction']"
6696394,The Money Dragon,Pam Chun,,['/m/02xlf'],['Fiction']
6701623,But Beautiful: A Book About Jazz,,,,
6710195,The Twilight of the Idols,Friedrich Nietzsche,1889,['/m/037mh8'],['Philosophy']
6723828,The Flying Trunk,Hans Christian Andersen,,['/m/0bxg3'],['Fairy tale']
6724075,Treasure Hunters,Jeff Smith,2002-11-06,"['/m/01hmnh', '/m/01z4y', '/m/02xlf']","['Fantasy', 'Comedy', 'Fiction']"
6724826,Maze of Moonlight,Gael Baudino,1993,"['/m/014dfn', '/m/01hmnh']","['Speculative fiction', 'Fantasy']"
6724893,Shroud of Shadow,Gael Baudino,1994,['/m/01hmnh'],['Fantasy']
6724980,Strands of Sunlight,Gael Baudino,1994,"['/m/014dfn', '/m/01hmnh']","['Speculative fiction', 'Fantasy']"
6725330,In the Best Families,Rex Stout,,"['/m/02n4kr', '/m/028v3', '/m/02xlf', '/m/0c3351']","['Mystery', 'Detective fiction', 'Fiction', 'Suspense']"
6726052,Raptor,,,['/m/0hwxm'],['Historical novel']
6727906,M/F,Anthony Burgess,1971,"['/m/02yq81', '/m/014dfn']","['Comic novel', 'Speculative fiction']"
6733237,Mike Mulligan and His Steam Shovel,Virginia Lee Burton,1939,"['/m/0dwly', '/m/02xlf']","[""Children's literature"", 'Fiction']"
6734450,An Intelligent Person’s Guide to Atheism,Daniel Harbour,,,
6737026,Voyage of the Basset,,,,
6738103,Conan and the Spider God,L. Sprague de Camp,,"['/m/0dz8b', '/m/014dfn', '/m/01hmnh']","['Sword and sorcery', 'Speculative fiction', 'Fantasy']"
6740160,The Man with the Golden Arm,Nelson Algren,1949-11,"['/m/02xlf', '/m/05hgj']","['Fiction', 'Novel']"
6743283,God Game,Andrew Greeley,1986-06,"['/m/06n90', '/m/014dfn']","['Science Fiction', 'Speculative fiction']"
6744002,The Magic City,E. Nesbit,1910,"['/m/0dwly', '/m/01hmnh', '/m/014dfn', '/m/02xlf']","[""Children's literature"", 'Fantasy', 'Speculative fiction', 'Fiction']"
6745182,Agent Arthur's Desert Challenge,Martin Oliver,1994,['/m/0dwly'],"[""Children's literature""]"
6746723,Killdozer,Theodore Sturgeon,,"['/m/06n90', '/m/014dfn', '/m/01hmnh', '/m/02xlf']","['Science Fiction', 'Speculative fiction', 'Fantasy', 'Fiction']"
6747619,Inferno,Troy Denning,2007-08-28,"['/m/06n90', '/m/014dfn', '/m/02xlf']","['Science Fiction', 'Speculative fiction', 'Fiction']"
6751104,The Pedestrian,Ray Bradbury,1951-08-07,"['/m/06n90', '/m/0707q']","['Science Fiction', 'Short story']"
6752089,Sir Nigel,Arthur Conan Doyle,,['/m/0hwxm'],['Historical novel']
6755380,When Eight Bells Toll,Alistair MacLean,1966,"['/m/01jfsb', '/m/05hgj']","['Thriller', 'Novel']"
6755790,The prophecy of the stones,Flavia Bujor,2002,"['/m/02w77n', '/m/014dfn', '/m/01hmnh']","['Fantastique', 'Speculative fiction', 'Fantasy']"
6756854,The Sword Of The Dawn,Michael Moorcock,1968,"['/m/014dfn', '/m/01hmnh']","['Speculative fiction', 'Fantasy']"
6757150,Over the Wine Dark Sea,Harry Turtledove,2001-11,['/m/0hwxm'],['Historical novel']
6759311,Emergence,David R. Palmer,1984-11,"['/m/06n90', '/m/0hc1z', '/m/014dfn']","['Science Fiction', 'Apocalyptic and post-apocalyptic fiction', 'Speculative fiction']"
6763328,The Marching Season,,,,
6763409,The Thirteen and a Half Lives of Captain Bluebear,Walter Moers,1999,['/m/01hmnh'],['Fantasy']
6763696,Young Bloods,Simon Scarrow,2006-06-19,"['/m/02p0szs', '/m/098tmk', '/m/0hwxm']","['Historical fiction', 'War novel', 'Historical novel']"
6767750,Acts of War,Tom Clancy,,"['/m/017rf8', '/m/06wkf']","['Techno-thriller', 'Spy fiction']"
6768321,Still Life with Crows,Douglas Preston,2003,"['/m/01jfsb', '/m/02n4kr', '/m/06n90', '/m/014dfn', '/m/02xlf']","['Thriller', 'Mystery', 'Science Fiction', 'Speculative fiction', 'Fiction']"
6771836,Conquistador,S. M. Stirling,,"['/m/0mz2', '/m/014dfn']","['Alternate history', 'Speculative fiction']"
6772781,Destiny: Child of the Sky,,,,
6772784,Requiem for the Sun,,,,
6772791,Elegy for a Lost Star,Elizabeth Haydon,,"['/m/014dfn', '/m/01hmnh', '/m/02xlf']","['Speculative fiction', 'Fantasy', 'Fiction']"
6773140,The Thief Queen's Daughter,Elizabeth Haydon,2007-06-26,"['/m/01hmnh', '/m/03mfnf']","['Fantasy', 'Young adult literature']"
6773264,Cat and Mouse,James Patterson,1997,"['/m/01jfsb', '/m/02n4kr', '/m/0lsxr', '/m/02xlf', '/m/0c3351']","['Thriller', 'Mystery', 'Crime Fiction', 'Fiction', 'Suspense']"
6774506,The Kingdom of this World,Alejo Carpentier,1949,"['/m/0127jb', '/m/0hwxm']","['Magic realism', 'Historical novel']"
6776816,Conan the Liberator,Lin Carter,,"['/m/0dz8b', '/m/06n90', '/m/014dfn', '/m/01hmnh']","['Sword and sorcery', 'Science Fiction', 'Speculative fiction', 'Fantasy']"
6777989,Things as They Are or The Adventures of Caleb Williams,William Godwin,,['/m/02n4kr'],['Mystery']
6780461,Baksho Rahashya,,,,
6784724,First Test,Tamora Pierce,1999,"['/m/0dwly', '/m/01hmnh', '/m/014dfn', '/m/02xlf']","[""Children's literature"", 'Fantasy', 'Speculative fiction', 'Fiction']"
6786046,Conan the Barbarian,Catherine Crook de Camp,,"['/m/0dz8b', '/m/014dfn', '/m/01hmnh', '/m/02xlf']","['Sword and sorcery', 'Speculative fiction', 'Fantasy', 'Fiction']"
6786486,The Sands of Time,Michael Hoeye,2001-08,"['/m/0dwly', '/m/01hmnh', '/m/014dfn', '/m/01qxvh', '/m/02xlf']","[""Children's literature"", 'Fantasy', 'Speculative fiction', 'Romance novel', 'Fiction']"
6786578,No Time Like Show Time,Michael Hoeye,2004-07-10,"['/m/0dwly', '/m/01hmnh', '/m/014dfn', '/m/02xlf']","[""Children's literature"", 'Fantasy', 'Speculative fiction', 'Fiction']"
6787686,What Is To Be Done?,Nikolai Chernyshevsky,1863,['/m/05hgj'],['Novel']
6790509,Death Match: A Novel,Lincoln Child,2004,"['/m/01jfsb', '/m/06n90', '/m/014dfn', '/m/03npn']","['Thriller', 'Science Fiction', 'Speculative fiction', 'Horror']"
6791597,Throne of Jade,Naomi Novik,2006-04-25,"['/m/0mz2', '/m/014dfn', '/m/01hmnh', '/m/02xlf']","['Alternate history', 'Speculative fiction', 'Fantasy', 'Fiction']"
6793869,The Brothers K,David James Duncan,1992,['/m/02xlf'],['Fiction']
6793942,The Glory That Was,L. Sprague de Camp,,"['/m/06n90', '/m/014dfn']","['Science Fiction', 'Speculative fiction']"
6797568,Page,Tamora Pierce,2000,"['/m/0dwly', '/m/01hmnh', '/m/014dfn', '/m/02xlf']","[""Children's literature"", 'Fantasy', 'Speculative fiction', 'Fiction']"
6798448,Alexandr v tramvaji,Pavel Řezníček,,,
6799620,Diamonds Are Forever,Ian Fleming,1956-03-26,['/m/06wkf'],['Spy fiction']
6800115,Street Magic,Tamora Pierce,2001-04,"['/m/0dwly', '/m/01hmnh', '/m/014dfn', '/m/02xlf']","[""Children's literature"", 'Fantasy', 'Speculative fiction', 'Fiction']"
6801841,The Turkish Gambit,Boris Akunin,1998,"['/m/02n4kr', '/m/02p0szs', '/m/05hgj']","['Mystery', 'Historical fiction', 'Novel']"
6802407,3rd Degree,Andrew Gross,2004-03-01,"['/m/0lsxr', '/m/02n4kr', '/m/02xlf', '/m/0c3351']","['Crime Fiction', 'Mystery', 'Fiction', 'Suspense']"
6807239,The Dons of Necropolis,,,['/m/0lsxr'],['Crime Fiction']
6807495,Conan of the Isles,Lin Carter,,"['/m/0dz8b', '/m/014dfn', '/m/01hmnh']","['Sword and sorcery', 'Speculative fiction', 'Fantasy']"
6811108,Legion,William Peter Blatty,1983,['/m/03npn'],['Horror']
6811179,Wolf Brother,Michelle Paver,2004-09-30,"['/m/0dwly', '/m/01hmnh', '/m/014dfn', '/m/08sdrw', '/m/02xlf']","[""Children's literature"", 'Fantasy', 'Speculative fiction', 'Adventure novel', 'Fiction']"
6812182,El árbol de la ciencia,Pío Baroja,1911,['/m/012jgz'],['Autobiographical novel']
6812955,Dead Boys,Richard Calder,1994,['/m/06n90'],['Science Fiction']
6813853,Seemanto-heera,Sharadindu Bandyopadhyay,,"['/m/0lsxr', '/m/02n4kr', '/m/028v3', '/m/05hgj']","['Crime Fiction', 'Mystery', 'Detective fiction', 'Novel']"
6815903,The Little House,Virginia Lee Burton,,"['/m/016475', '/m/0dwly', '/m/02xlf']","['Picture book', ""Children's literature"", 'Fiction']"
6821191,The Return of Conan,Björn Nyberg,,"['/m/0dz8b', '/m/014dfn', '/m/01hmnh']","['Sword and sorcery', 'Speculative fiction', 'Fantasy']"
6821554,Genus Homo,P. Schuyler Miller,1950,"['/m/06n90', '/m/014dfn']","['Science Fiction', 'Speculative fiction']"
6822288,Staying On,Paul Scott,1977,,
6824674,St. Ronan's Well,Walter Scott,1823-12-27,,
6826394,The Island of Sheep,"John Buchan, 1st Baron Tweedsmuir",,['/m/01jfsb'],['Thriller']
6827785,Some Buried Caesar,Rex Stout,1939-02-02,"['/m/02n4kr', '/m/028v3', '/m/02xlf', '/m/0c3351']","['Mystery', 'Detective fiction', 'Fiction', 'Suspense']"
6829111,Palace Walk,Naguib Mahfouz,1956,['/m/05hgj'],['Novel']
6829682,You Suck: A Love Story,Christopher Moore,2007-01-16,"['/m/05hgj', '/m/02xlf', '/m/09kqc']","['Novel', 'Fiction', 'Humour']"
6830322,Less than Angels,Barbara Pym,,['/m/02xlf'],['Fiction']
6830804,Down in the Bottomlands,Harry Turtledove,,"['/m/0mz2', '/m/06n90', '/m/01hmnh', '/m/02xlf']","['Alternate history', 'Science Fiction', 'Fantasy', 'Fiction']"
6832753,Belle-Belle ou Le Chevalier Fortuné,,,,
6833817,Death In Winter,Michael Jan Friedman,,['/m/014dfn'],['Speculative fiction']
6833875,The Black Unicorn,Terry Brooks,1987-10,"['/m/0dwly', '/m/01hmnh', '/m/014dfn', '/m/02xlf']","[""Children's literature"", 'Fantasy', 'Speculative fiction', 'Fiction']"
6833891,Magic Kingdom for Sale -- Sold!,Terry Brooks,1986-03-12,"['/m/014dfn', '/m/01hmnh']","['Speculative fiction', 'Fantasy']"
6833926,The Talismans of Shannara,Terry Brooks,1993-03,"['/m/0dwly', '/m/01hmnh', '/m/014dfn', '/m/02xlf']","[""Children's literature"", 'Fantasy', 'Speculative fiction', 'Fiction']"
6833929,The Elf Queen of Shannara,Terry Brooks,1992-03,"['/m/0dwly', '/m/01hmnh', '/m/014dfn', '/m/02xlf']","[""Children's literature"", 'Fantasy', 'Speculative fiction', 'Fiction']"
6833948,The Druid of Shannara,Terry Brooks,1991-03,"['/m/06n90', '/m/0dwly', '/m/01hmnh', '/m/014dfn', '/m/02xlf']","['Science Fiction', ""Children's literature"", 'Fantasy', 'Speculative fiction', 'Fiction']"
6833998,A Knight of the Word,Terry Brooks,1998-07-28,"['/m/03npn', '/m/05hgj', '/m/014dfn', '/m/01hmnh', '/m/04n87l', '/m/02xlf']","['Horror', 'Novel', 'Speculative fiction', 'Fantasy', 'Dark fantasy', 'Fiction']"
6834025,Running with the Demon,Terry Brooks,1997-08-19,"['/m/03npn', '/m/05hgj', '/m/014dfn', '/m/01hmnh', '/m/04n87l', '/m/02xlf']","['Horror', 'Novel', 'Speculative fiction', 'Fantasy', 'Dark fantasy', 'Fiction']"
6834029,Angel Fire East,Terry Brooks,1999-10-26,"['/m/01hmnh', '/m/06n90', '/m/014dfn', '/m/03npn', '/m/02xlf']","['Fantasy', 'Science Fiction', 'Speculative fiction', 'Horror', 'Fiction']"
6834385,Soldados de Salamina,Javier Cercas,,['/m/05hgj'],['Novel']
6835755,Conan of Aquilonia,Lin Carter,,"['/m/01hmnh', '/m/014dfn', '/m/0707q', '/m/0dz8b']","['Fantasy', 'Speculative fiction', 'Short story', 'Sword and sorcery']"
6835757,Fossil Hunter,Robert J. Sawyer,,"['/m/06n90', '/m/014dfn', '/m/02xlf']","['Science Fiction', 'Speculative fiction', 'Fiction']"
6839852,Sunshine,Robin McKinley,2003,"['/m/01hmnh', '/m/014dfn', '/m/03npn', '/m/02xlf']","['Fantasy', 'Speculative fiction', 'Horror', 'Fiction']"
6840573,Conan of Cimmeria,Lin Carter,,"['/m/01hmnh', '/m/014dfn', '/m/0707q', '/m/0dz8b']","['Fantasy', 'Speculative fiction', 'Short story', 'Sword and sorcery']"
6840778,The countess cathleen,William Butler Yeats,,,
6841973,A Glass of Blessings,Barbara Pym,1958,"['/m/02xlf', '/m/05hgj']","['Fiction', 'Novel']"
6842019,Champagne for One,Rex Stout,,"['/m/02n4kr', '/m/028v3', '/m/02xlf', '/m/0c3351']","['Mystery', 'Detective fiction', 'Fiction', 'Suspense']"
6842087,Touch Not the Cat,Mary Stewart,1976,"['/m/014dfn', '/m/03npn', '/m/02p0szs', '/m/02xlf']","['Speculative fiction', 'Horror', 'Historical fiction', 'Fiction']"
6842175,Special Topics in Calamity Physics,Marisha Pessl,2006,"['/m/0lsxr', '/m/02n4kr', '/m/02xlf', '/m/05hgj']","['Crime Fiction', 'Mystery', 'Fiction', 'Novel']"
6842224,The Invasion,K. A. Applegate,1996-06,"['/m/06n90', '/m/014dfn', '/m/03mfnf', '/m/05hgj']","['Science Fiction', 'Speculative fiction', 'Young adult literature', 'Novel']"
6843321,Conan the Warrior,Robert E. Howard,,"['/m/01hmnh', '/m/0707q', '/m/0dz8b']","['Fantasy', 'Short story', 'Sword and sorcery']"
6843616,Wizard at Large,Terry Brooks,1988,"['/m/06n90', '/m/0dwly', '/m/01hmnh', '/m/014dfn', '/m/02xlf']","['Science Fiction', ""Children's literature"", 'Fantasy', 'Speculative fiction', 'Fiction']"
6843710,Both Sides of Time,Caroline B. Cooney,2001-10-09,"['/m/0dwly', '/m/014dfn', '/m/03mfnf', '/m/01qxvh', '/m/01hmnh', '/m/02xlf']","[""Children's literature"", 'Speculative fiction', 'Young adult literature', 'Romance novel', 'Fantasy', 'Fiction']"
6843830,Prisoner of Time,Caroline B. Cooney,1998,"['/m/014dfn', '/m/03mfnf', '/m/01qxvh']","['Speculative fiction', 'Young adult literature', 'Romance novel']"
6844005,For All Time,Caroline B. Cooney,2001,"['/m/014dfn', '/m/03mfnf', '/m/01qxvh']","['Speculative fiction', 'Young adult literature', 'Romance novel']"
6844412,The Protector's War,S. M. Stirling,,"['/m/0mz2', '/m/06n90', '/m/014dfn']","['Alternate history', 'Science Fiction', 'Speculative fiction']"
6844543,Not the End of the World,Christopher Brookmyre,1998,"['/m/0lsxr', '/m/0vgkd', '/m/06nbt', '/m/02xlf']","['Crime Fiction', 'Black comedy', 'Satire', 'Fiction']"
